,Time,Fre_SG_Hz,Fre_GFM_Hz,Fre_GFL_Hz,Po_SG_MVA,Po_GFM_MVA,Po_GFL_MVA,Total_MVA,Vo_SG_PU,Vo_GFM_PU,Vo_GFL_PU,SCL_SG_MVA,SCL_GFM_MVA,SCL_GFL_MVA
0,19.976,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
1,19.986,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
2,19.996,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
3,20.016,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
4,20.026,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
5,20.036,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
6,20.046,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
7,20.056,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
8,20.066,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
9,20.076,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
10,20.086,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
11,20.096,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
12,20.116,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
13,20.126,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
14,20.136,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
15,20.146,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
16,20.156,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
17,20.166,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
18,20.176,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
19,20.186,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
20,20.196,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
21,20.216,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
22,20.226,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
23,20.236,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
24,20.246,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
25,20.256,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
26,20.266,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
27,20.276,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
28,20.286,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
29,20.296,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
30,20.316,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
31,20.326,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
32,20.336,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
33,20.346,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
34,20.356,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
35,20.366,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
36,20.376,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
37,20.386,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
38,20.396,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
39,20.416,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
40,20.426,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
41,20.436,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
42,20.446,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
43,20.456,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
44,20.466,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
45,20.476,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
46,20.486,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
47,20.496,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
48,20.516,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
49,20.526,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
50,20.536,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
51,20.546,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
52,20.556,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
53,20.566,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
54,20.576,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
55,20.586,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
56,20.596,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
57,20.616,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
58,20.626,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
59,20.636,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
60,20.646,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
61,20.656,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
62,20.666,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
63,20.676,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
64,20.686,50.0,50.0,50.0,123.0,69.0,-20.0,173.0,0.991,1.0,1.0,49.0,22.0,24.0
65,20.696,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
66,20.716,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
67,20.726,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
68,20.736,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
69,20.746,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
70,20.756,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
71,20.766,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
72,20.776,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
73,20.786,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
74,20.796,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
75,20.816,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
76,20.826,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
77,20.836,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
78,20.846,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
79,20.856,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
80,20.866,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
81,20.876,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
82,20.886,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
83,20.896,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
84,20.916,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
85,20.926,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
86,20.936,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
87,20.946,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
88,20.956,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
89,20.966,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,49.0,22.0,24.0
90,20.976,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
91,20.986,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
92,20.996,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
93,21.016,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
94,21.026,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
95,21.036,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
96,21.046,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
97,21.056,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
98,21.066,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
99,21.076,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
100,21.086,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
101,21.096,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
102,21.116,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
103,21.126,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
104,21.136,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
105,21.146,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
106,21.156,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
107,21.166,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
108,21.176,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
109,21.186,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.991,1.0,1.0,50.0,22.0,24.0
110,21.196,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
111,21.216,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
112,21.226,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
113,21.236,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
114,21.246,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
115,21.256,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
116,21.266,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
117,21.276,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
118,21.286,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
119,21.296,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
120,21.316,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
121,21.326,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
122,21.336,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
123,21.346,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
124,21.356,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
125,21.366,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
126,21.376,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
127,21.386,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
128,21.396,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
129,21.416,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
130,21.426,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
131,21.436,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
132,21.446,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
133,21.456,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
134,21.466,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
135,21.476,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
136,21.486,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
137,21.496,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
138,21.516,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
139,21.526,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
140,21.536,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
141,21.546,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
142,21.556,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
143,21.566,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
144,21.576,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
145,21.586,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
146,21.596,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
147,21.616,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
148,21.626,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
149,21.636,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
150,21.646,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
151,21.656,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
152,21.666,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
153,21.676,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
154,21.686,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
155,21.696,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
156,21.716,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
157,21.726,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
158,21.736,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
159,21.746,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
160,21.756,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
161,21.766,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
162,21.776,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
163,21.786,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
164,21.796,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
165,21.816,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
166,21.826,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
167,21.836,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
168,21.846,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
169,21.856,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
170,21.866,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
171,21.876,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
172,21.886,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
173,21.896,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
174,21.916,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
175,21.926,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
176,21.936,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
177,21.946,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
178,21.956,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
179,21.966,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
180,21.976,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
181,21.986,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
182,21.996,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
183,22.016,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
184,22.026,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
185,22.036,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
186,22.046,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
187,22.056,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
188,22.066,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
189,22.076,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
190,22.086,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
191,22.096,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
192,22.115,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
193,22.125,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
194,22.135,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
195,22.145,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
196,22.155,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
197,22.165,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
198,22.175,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
199,22.185,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
200,22.195,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
201,22.215,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
202,22.225,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
203,22.235,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
204,22.245,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
205,22.255,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
206,22.265,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
207,22.275,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
208,22.285,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
209,22.295,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
210,22.315,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
211,22.325,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
212,22.335,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
213,22.345,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
214,22.355,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
215,22.365,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
216,22.375,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
217,22.385,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
218,22.395,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
219,22.415,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
220,22.425,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
221,22.435,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
222,22.445,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
223,22.455,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
224,22.465,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
225,22.475,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
226,22.485,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
227,22.495,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
228,22.515,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
229,22.525,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
230,22.535,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
231,22.545,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
232,22.555,50.0,50.0,50.0,122.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
233,22.565,50.0,50.0,50.0,123.0,69.0,-20.0,172.0,0.992,1.0,1.0,50.0,22.0,24.0
